G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_168.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_168.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_168.jpg,-0.05,1,0,26.74881
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_239.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_239.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_239.jpg,-0.2,1,0,27.29838
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_307.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_307.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_307.jpg,0,1,0,27.98617
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_377.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_377.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_377.jpg,0,1,0,28.54022
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_446.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_446.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_446.jpg,0,1,0,29.27655
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_513.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_513.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_513.jpg,0,1,0,29.82569
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_582.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_582.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_582.jpg,0,1,0,30.18964
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_651.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_651.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_651.jpg,0,1,0,30.18998
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_720.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_720.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_720.jpg,-0.1,1,0,30.18788
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_789.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_789.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_789.jpg,-0.3,1,0,30.16972
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_858.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_858.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_858.jpg,-0.45,1,0,30.15195
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_929.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_929.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_929.jpg,0,1,0,30.18823
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_53_998.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_53_998.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_53_998.jpg,0,1,0,30.18962
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_068.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_068.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_068.jpg,0,1,0,30.19019
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_135.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_135.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_135.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_202.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_202.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_202.jpg,0,1,0,30.1903
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_271.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_271.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_271.jpg,0,1,0,30.19031
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_341.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_341.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_341.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_409.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_409.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_409.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_479.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_479.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_479.jpg,0,1,0,30.19031
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_547.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_547.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_547.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_616.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_616.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_616.jpg,0,1,0,30.1906
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_685.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_685.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_685.jpg,-0.15,1,0,30.18425
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_754.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_754.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_754.jpg,0,1,0,30.18597
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_823.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_823.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_823.jpg,0,1,0,30.1901
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_891.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_891.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_891.jpg,0,1,0,30.19025
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_54_959.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_54_959.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_54_959.jpg,0,1,0,30.19028
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_030.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_030.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_030.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_099.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_099.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_099.jpg,-0.05,1,0,30.18979
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_169.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_169.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_169.jpg,-0.25,1,0,30.17507
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_238.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_238.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_238.jpg,-0.4,1,0,30.15776
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_305.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_305.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_305.jpg,0,1,0,30.189
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_375.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_375.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_375.jpg,0,1,0,30.18984
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_446.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_446.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_446.jpg,0,1,0,30.19022
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_514.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_514.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_514.jpg,0,1,0,30.19028
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_582.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_582.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_582.jpg,0,1,0,30.1903
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_649.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_649.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_649.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_718.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_718.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_718.jpg,0,1,0,30.19026
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_787.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_787.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_787.jpg,0,1,0,30.19025
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_855.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_855.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_855.jpg,0,1,0,30.19031
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_925.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_925.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_925.jpg,0,1,0,30.19045
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_55_992.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_55_992.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_55_992.jpg,0,1,0,30.19036
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_059.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_059.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_059.jpg,-0.05,1,0,30.18971
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_127.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_127.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_127.jpg,-0.25,1,0,30.17472
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_197.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_197.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_197.jpg,0,1,0,30.18933
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_264.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_264.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_264.jpg,0,1,0,30.1902
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_332.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_332.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_332.jpg,0,1,0,30.19025
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_399.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_399.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_399.jpg,0,1,0,30.19028
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_470.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_470.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_470.jpg,0,1,0,30.19031
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_539.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_539.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_539.jpg,0,1,0,30.19031
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_607.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_607.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_607.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_676.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_676.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_676.jpg,0,1,0,30.19031
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_745.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_745.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_745.jpg,0,1,0,30.19029
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_815.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_815.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_815.jpg,0,1,0,30.19028
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_885.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_885.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_885.jpg,-0.1,1,0,30.18771
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_56_952.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_56_952.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_56_952.jpg,0,1,0,30.19013
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_021.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_021.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_021.jpg,0,1,0,30.19028
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_091.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_091.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_091.jpg,0,1,0,30.19028
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_161.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_161.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_161.jpg,0,1,0,30.19032
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_231.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_231.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_231.jpg,-0.05,1,0,30.18975
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_302.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_302.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_302.jpg,-0.2,1,0,30.17992
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_368.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_368.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_368.jpg,0,1,0,30.18295
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_436.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_436.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_436.jpg,0,1,0,30.18951
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_503.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_503.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_503.jpg,0,1,0,30.19009
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_571.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_571.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_571.jpg,0,1,0,30.19022
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_640.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_640.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_640.jpg,0,1,0,30.19028
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_708.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_708.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_708.jpg,-0.05,1,0,30.18985
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_777.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_777.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_777.jpg,-0.2,1,0,30.18036
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_847.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_847.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_847.jpg,-0.4,1,0,30.15792
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_917.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_917.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_917.jpg,0,1,0,30.18755
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_57_985.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_57_985.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_57_985.jpg,0,1,0,30.18984
G:\Work\beta_simulator_windows\Data\IMG\center_2021_04_08_09_40_58_052.jpg,G:\Work\beta_simulator_windows\Data\IMG\left_2021_04_08_09_40_58_052.jpg,G:\Work\beta_simulator_windows\Data\IMG\right_2021_04_08_09_40_58_052.jpg,0,1,0,30.19016
